id,reparto,Director
54142,"['Ila Arun', 'Prem Chopra', 'Tisca Chopra', 'Shahana Goswami', 'Boman Irani', 'Pitobash', 'Raima Sen', 'Konkona Sen Sharma']",Vinay Shukla
83492,"['Leonid Filatov', 'Aleksandr Zbruev', 'Lev Durov', 'Anatoli Romashin', 'Lyudmila Saveleva', 'Alisa Freyndlikh', 'Larisa Udovichenko', 'Natalya Krachkovskaya', 'Alla Meshcheryakova', 'Marina Politseymako', 'Vatslav Dvorzhetsky', 'Vladimir Privalov', 'Vadim Vilsky', 'Yuri Leonidov', 'Viktor Markin']",Konstantin Khudyakov
66092,"['Kathleen Quinlan', 'Bibi Andersson', 'Ben Piazza', 'Lorraine Gary', 'Martine Bartlett', 'Reni Santoni', 'Susan Tyrrell', 'Barbara Steele']",Anthony Page
47239,"['Margit Carstensen', 'Ulrich Faulhaber', 'Brigitte Mira', 'Irm Hermann', 'Armin Meier', 'Kurt Raab', 'Adrian Hoven', 'Ingrid Caven', 'Lilo Pempeit', 'Herbert Steinmetz', 'Hark Bohm', 'Alfred Edel']",Rainer Werner Fassbinder
339342,"['Robert LaSardo', 'Jordan James Smith', 'Sara Fabel', 'Tiffany DeMarco', 'Claire Garvey', 'Anthony Del Negro', 'Beth Humphreys', 'Joey Fisher', 'Ben Whalen', 'Gabija Urnieziute', 'Andrew Pagana', 'Nik Goldman', 'Gracie Finlan', 'Indre Pivoraite']",Kenny Gage
54796,"['Melissa Gilbert', 'Lindsay Wagner']",David S. Cass Sr.
49940,"['Björn Kjellman', 'Peter Haber', 'Viveka Seldahl', 'Thomas Hanzon', 'Oliver Loftéen', 'Göran Ragnerstam', 'Michael Nyqvist', 'Shanti Roney', 'Lamine Dieng', 'Magnus Krepper', 'Fyr Thorvald Strömberg', 'Jan Mybrand', 'Jonas Falk', 'Lena B. Eriksson']",Daniel Lind Lagerlöf
42057,"['Shabana Azmi', 'Goldy Notay', 'Sendhil Ramamurthy', 'Sally Hawkins', 'Mark Addy', 'Ray Panthaki', 'Lalita Ahmed', 'Zoë Wanamaker', 'Don Warrington', 'Jimi Mistry', 'Harvey Virdi', 'Ace Bhatti', 'Preeya Kalidas']",Gurinder Chadha
309242,"['Ryan Reynolds', 'Ben Mendelsohn', 'Sienna Miller', 'Analeigh Tipton', 'Alfre Woodard', 'Robin Weigert', 'Stephanie Honoré', 'Lauren Gros', 'Justin Lebrun', 'Teri Wyble', 'Yvonne Landry', 'Jane McNeill', 'Mary Patricia Seidel', 'Anthony Howard', 'Jayson Warner Smith', 'Kerry Cahill', 'P.J. Marshall', 'David Scott Gaudin']",Ryan Fleck
52304,"['Christopher Rich', 'Lauren Holly', 'Karen Kopins', 'Sam Whipple', 'Gary Kroeger', 'Matt McCoy', 'Mike Nussbaum', 'Billy Corben', 'Fran Ryan', 'Christian Hoff', 'Robert Munic', 'Aeryk Egan', 'David Doyle', 'James Noble', 'Raye Birk', 'Jeff Hochendoner', 'Christina Haag', 'Monty Bane', 'Debi Derryberry', 'J.D. Hall', 'Cindy Ambuehl', 'Sharon Conley', 'William Glover', 'Chip Hipkins', 'Veronica Lauren', 'Catherine MacNeal', 'Charles D. Miller', 'Rick Podell']",Dick Lowry
48874,"['Jean Vander Pyl', 'Frank Welker', 'B. J. Ward', 'Russi Taylor', 'Henry Corden', 'John Rhys-Davies', 'Brian Cummings']",Joanna Romersa
38995,"['Alejo Sauras', 'Lucía Jiménez', 'Asier Etxeandia', 'Elena Ballesteros', 'Inma Cuesta', 'Javier Godino', 'Marta Nieto', 'Carla Nieto']",Álvaro Díaz Lorenzo
112160,"['Mathias Melloul', 'Valérie Maës', 'Nathan Duval', 'Leïla Denio', 'Stephan Hersoen', 'Adeline Rebeillard', 'Gregory Annoni', 'Yan Brian', 'Laetitia Favart', 'Pierre Perrier']",Jean-Marc Barr
105549,"['Jean Gabin', 'Madeleine Renaud']",Julien Duvivier
1779,"['Michael Moore', 'Roger B. Smith', 'Rhonda Britton', 'Fred Ross']",Michael Moore
9524,"['Ben Becker', 'Heino Ferch', 'Ulrich Noethen', 'Heinrich Schafmeister', 'Max Tidof', 'Kai Wiesinger', 'Meret Becker', 'Katja Riemann', 'Rolf Hoppe', 'Dana Vávrová']",Joseph Vilsmaier
64936,"['Andra Akers', 'William Finley', 'Margo Norton', 'Jared Martin', 'Ken Burrows', 'Lorenzo Catlett', 'Jack Harrell', 'Laura Stevenson', 'John Quinn', 'Jennifer Salt']",Brian De Palma
13945,"['Lee Horsley', 'Richard Lynch', 'Kathleen Beller', 'Simon MacCorkindale', 'George Maharis', 'Richard Moll', 'Anthony De Longis', 'Robert Tessier', 'Nina van Pallandt', 'Anna Bjorn', 'Jeff Corey', 'Joseph Ruskin', 'Joe Regalbuto', ""JoJo D'Amore"", 'Reb Brown', 'George Fisher', 'Russ Marin', 'Earl Maynard', 'George Murdock', 'John Davis Chandler', 'Emily Yancy', 'Christopher Cary', 'Peter Breck', 'Alan Caillou', 'Michael Evans', 'Jay Robinson', 'Simmy Bow', 'Erik Cord', 'Steve Davis', 'Anthony Farrar', 'Greg Finley', 'Tammi Furness', 'Hubie Kerns Jr.', 'Leonard P. Geer', 'Michael Hoit', 'James Jarnigan', 'Edgy Lee', 'Charlie Messenger', 'Shelley Taylor Morgan', 'Shelley Taylor Morgan', 'Christina Nigra', 'Buckley Norris', ""Patrick O'Moore"", 'Thomas Rosales, Jr.', 'Gina Smika Hunter', 'Alvah Stanley', 'Mark Steffan', 'William Watson', 'Barry Chase', 'Corinne Calvet', 'Corey Burton', 'Suzy Mandel']",Albert Pyun
193460,"['Leo Gorcey', 'Huntz Hall', 'Gabriel Dell', 'Frankie Darro', 'Lyle Talbot', 'William Benedict', 'David Gorcey']",Reginald Le Borg
70864,"['Paul Hubschmid', 'Fiorella Mari', 'Madeleine Fischer', 'Ivo Garrani', 'Dario Michaelis', 'Peter Meersman', 'Jean-Jacques Delbo', 'Massimo Zeppieri', 'Sam Galter', 'Annie Bernal']",Paolo Heusch
20978,"['Gérard Depardieu', 'Marie Gillain', 'Catherine Jacob', 'Charlotte de Turckheim', 'Gérard Hérold', 'Patrick Mille']",Gérard Lauzier
217672,"['George Brent', 'Genevieve Tobin', 'Glenda Farrell', 'Patricia Ellis', 'Frank McHugh', 'John Eldredge', 'Porter Hall', 'Helen Lowell', 'Mary Treen']",Ray Enright
72701,"['Leandra Leal', 'Juliano Cazarré', 'Alex Didier', 'Munir Kanaan', 'David Katz', 'Rosanne Mulholland', 'Ricardo Garcia', 'Gustavo Machado']",Murilo Salles
4235,"['Jean Gabin', 'Alain Delon', 'Lino Ventura', 'Irina Demick', 'Elisa Cegani', 'Marc Porel', 'Danielle Volle', 'Jacques Duby', 'Karen Blanguernon', 'Philippe Baronnet', 'Gérard Buhr', 'Yves Brainville', 'Edward Meeks', 'Sally Nesbitt', 'Amedeo Nazzari', 'André Pousse']",Henri Verneuil
767,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Tom Felton', 'Michael Gambon', 'Jim Broadbent', 'Helena Bonham Carter', 'Robbie Coltrane', 'Maggie Smith', 'Alan Rickman', 'Timothy Spall', 'David Thewlis', 'Julie Walters', 'Matthew Lewis', 'Evanna Lynch', 'Bonnie Wright', 'Oliver Phelps', 'James Phelps', 'Mark Williams', 'Warwick Davis', 'Natalia Tena', 'Katie Leung', 'Dave Legeno', 'Geraldine Somerville', 'Helen McCrory', 'Freddie Stroma', 'David Bradley', 'Frank Dillane', 'Hero Fiennes-Tiffin', 'Gemma Jones', 'Afshan Azad', 'Shefali Chowdhury', 'Georgina Leonidas', 'Devon Murray', 'Anna Shaffer', 'Josh Herdman', 'Jamie Waylett', 'Scarlett Byrne', 'Jessie Cave', 'Louis Cordice', 'Alfie Enoch', 'Robert Knox', 'William Melling', 'Paul Ritter', 'Isabella Laughland', 'Ralph Ineson', 'Suzanne Toase', 'Rod Hunt', 'Elarica Gallacher']",David Yates
25744,"['Eriko Satô', 'Haruhiko Katô', 'Chiharu Kawai', 'Rie Kuwana', 'Kazuyuki Matsuzawa', 'Kaori Sakagami', 'Sakina Kuwae', 'Yûto Kawase', 'Ryoko Takizawa', 'Saaya', 'Mei Tanaka', 'Aoi Shimoyama', 'Kôichirô Nishi', 'Hiroto Itô', 'Ayu Kanesaki', 'Miki Mizuno', 'Yūrei Yanagi']",Kôji Shiraishi
61138,"['Carla Balenda', 'Elliott Reid', 'Edgar Barrier', 'Raymond Burr', 'Otto Waldis', 'Michael Steele', 'Lurene Tuttle', 'Peter Brocco', 'Lewis Martin', 'Frank Darien', 'Olive Carey']",William Cameron Menzies
33851,"['Mickey Rourke', 'Bob Hoskins', 'Alan Bates', 'Sammi Davis', 'Christopher Fulford', 'Liam Neeson', 'Leonard Termo', 'Camille Coduri', ""Maurice O'Connell"", 'Alison Doody', 'Karl Johnson', 'Anthony Stewart Head', 'Ian McElhinney', 'Peggy Aitchison', 'Cliff Burnett', 'Mark Lambert', 'Ian Bartholomew']",Mike Hodges
283552,"['Michael Fassbender', 'Alicia Vikander', 'Rachel Weisz', 'Bryan Brown', 'Jack Thompson', 'Caren Pistorius', 'Florence Clery', 'Anthony Hayes', 'Emily Barclay', 'Leon Ford', 'Elliot & Evangeline Newbery', 'Benedict Hardie', 'Thomas Unger', 'Georgie Jean Gascoigne', 'Scott Wills', 'Jane Menelaus', 'Garry MacDonald']",Derek Cianfrance
338676,"['Matthew Fox', 'Jeffrey Donovan', 'Quinn McColgan', 'Valeria Vereau', 'Clara Lago', 'Eduardo Fedriani', 'Matt Devere', 'Alex Hafner', 'Jeremy Wheeler', 'Katharine Bubbear', 'Lili Bordán', 'Julio Perillán', 'Adam Zambryzcki', 'Orsolya Bene', 'Daniel Bargueño', 'István Bán', 'Emília Gresicki', 'Laura Juhász', 'Kára Jurány', 'Dénes Kiss', 'Nikolett Takács']",Miguel Ángel Vivas
20700,"['Kirk Jones', 'Mekhi Phifer', 'Omar Epps', 'Faizon Love', 'Michael Rapaport', 'Fredro Starr', 'Malinda Williams', 'Michael Kenneth Williams', 'Bokeem Woodbine', 'Ray J', 'K. C. Collins', ""Anthony 'Treach' Criss"", 'Drena De Niro', 'Tyrin Turner', 'Michael Taliferro', 'Melinda Santiago', 'Clarence Williams III']",Kirk Jones
43902,"['Claudette Colbert', 'Warren William', 'Henry Wilcoxon', 'Joseph Schildkraut', 'Ian Keith', 'Gertrude Michael', 'C. Aubrey Smith']",Cecil B. DeMille
13169,"['Michael Showalter', 'Elizabeth Banks', 'Michelle Williams', 'Justin Theroux', 'Zak Orth', 'Michael Ian Black', 'Catherine Lloyd Burns', 'Joe Lo Truglio', 'Paul Rudd']",Michael Showalter
56599,"['Shintarô Katsu', 'Etsuko Ichihara', 'Osamu Ôkawa', 'Kiyoshi Atsumi', 'Tamao Nakamura', 'Kinzô Shin', 'Reiko Kasahara', 'Hôsei Komatsu', 'Akiko Kudô', 'Aiko Nagayama', 'Shôjirô Ogasawara', 'Kyôichi Satô', 'Haruo Tanaka', 'Sakae Umezu', 'Hideko Yoshida']",Hiroshi Teshigahara
4483,"['Gérard Depardieu', 'Maurice Barrier', 'Bernard-Pierre Donnadieu', 'Isabelle Sadoyan', 'Rose Thiéry', 'Chantal Deruaz', 'Maurice Jacquemont', 'Roger Planchon', 'Philippe Babin', 'Valérie Chassigneux', 'Nathalie Baye', 'Stéphane Péan', 'Sylvie Méda', 'Tchéky Karyo', 'Dominique Pinon', 'Adrien Duquesne', 'Francis Arnaud', 'Jean-Paul Barathieu', 'Bruno Bentegeac', 'Guy Bertrand', 'Axel Bogousslavsky', 'Pierre Bouchet', 'René Bouloc', 'Marcel Champel', 'Francis Chevillon', ""André D'Avant-Cour"", 'André Delon', 'Neige Dolsky', 'Christian Fiter', 'Alain Frérot', 'Gilbert Gilles', 'Daniel Giraud', 'Guy Jacquet', 'Jean Juillac', 'Danièle Loo', 'Roger Payrot', 'Jean-Claude Perrin', 'Yvette Petit', 'Alain Recoing']",Daniel Vigne
2164,"['Kurt Russell', 'James Spader', 'Jaye Davidson', 'Viveca Lindfors', 'Alexis Cruz', 'Mili Avital', 'Leon Rippy', 'John Diehl', 'French Stewart', 'Carlos Lauchu', 'Djimon Hounsou', 'Erick Avari', 'Derek Webster', 'Christopher John Fields', 'Gianin Loffler']",Roland Emmerich
45765,"['Lola Dueñas', 'Pablo Pineda', 'Isabel García Lorca', 'Antonio Naharro', 'Pedro Álvarez-Ossorio', 'María Bravo', 'Consuelo Trujillo', 'Joaquín Perles', 'Teresa Arbolí', 'Ana De los Riscos', 'Ana Peregrina', 'Lourdes Naharro', 'Daniel Parejo', 'Catalina Lladó', 'Susana Monje']",Antonio Naharro
149926,"['John Hurt', 'Jan Francis', 'Edward Woodward', 'Ben Johnson', 'Kirstie Alley', 'Alison Steadman', 'Judy Parfitt', 'Ann Bell', 'Peter Barkworth', 'Jonathan Newth', 'Julie Adams', 'Michael Byrne', 'Antony Carrick', 'Fiona Victory', 'Frank Mills', 'Hubert Rees', 'Ceri Jackson', 'Francesca Brill', 'Andrew Wilde', 'Andrew Fell', 'Edwin Richfield', 'Noel Dyson', 'John Woodnutt', 'Carolyn Pickles']",John Irvin
123949,"['Anna Mikhalkova', 'Yana Troyanova', 'Anna Parmas', 'Konstantin Shelestun', 'Юлия Снигирь', 'Yevgeni Muravich', 'Lyubov Arkus', 'Tatyana Ryabakon', 'Gennadiy Smirnov']",Avdotya Smirnova
34588,"['Tony Ramos', 'Glória Pires', 'Thiago Lacerda', 'Glória Menezes', 'Lavínia Vlasak', 'Danielle Winits', 'Maria Gladys', 'Ary Fontoura', 'Maria Ceiça', 'Mauricio Gonçalves', 'Leandro Hassum', 'Dennis Carvalho', 'Lara Rodrigues', 'Antonia Frering', 'Carla Daniel', 'Marcella Muniz', 'Mário José Paz', 'Patricia Pillar', 'Jorge Fernando', 'Helena Fernandes', 'Thomas Morkos', 'Agatha Aguiar', 'Barbara Paiva', 'Paulo Giardini', 'Jurandir de Oliveira', 'Aline Camacho', 'Ana Paula Vieira', 'Iano Salomão', 'Joana Nardelli', 'Rodrigo Oliveira', 'Raul Labancca', 'Daniel Filho']",Daniel Filho
8999,"['Clive Owen', 'Jennifer Aniston', 'Vincent Cassel', 'Melissa George', 'Addison Timlin', 'Xzibit', 'RZA', 'Sandra Bee', 'William Armstrong', 'Tom Conti', 'Rachael Blake', 'Richard Leaf', 'Catherine McCord', ""Denis O'Hare"", 'Georgina Chapman', 'Giancarlo Esposito', 'David Morrissey', 'David Oyelowo', 'Jennifer Joan Taylor']",Mikael Håfström
104863,[],Robert Nelson
44443,['David Lynch'],blackANDwhite
150213,"['Jason Griffith', 'Rica Matsumoto', 'Vic Mignogna', 'Mamoru Miyano', 'Sarah Natochenny', 'Bill Rogers', 'Alyson Leigh Rosenfeld', 'Eileen Stevens', 'Aoi Yuki', 'Ikue Otani']",Kunihiko Yuyama
9587,"['Winona Ryder', 'Gabriel Byrne', 'Trini Alvarado', 'Samantha Mathis', 'Kirsten Dunst', 'Claire Danes', 'Christian Bale', 'Eric Stoltz', 'Susan Sarandon', 'John Neville']",Gillian Armstrong
33194,"['Li Xiaolu', 'Lopsang', 'Zheng Qian', 'Jie Gao', 'Qianqian Li', 'Lü Yue', 'Qian Qiao', 'Cheng Jiang', 'Xiaoyu Yang', 'Xuejun Gu', 'Huri', 'Zhizhung Lik', 'Kun Zhang', 'Shijin Li', 'Dong Jia', 'Yu Wang', 'Qiang Gao', 'Xuelan Cao', 'Wenyuan Qin', 'Xiaoying Tan', 'Lu Zhong', 'Wenqi Hu', 'Yayu Li', 'Min Du', 'Jiong Cao', 'Dashui Jia', 'Chen Yu', 'Luoyong Wang', 'Xiaolin Yu']",Joan Chen
37128,"['Leonid Utyosov', 'Lyubov Orlova', 'Mariya Strelkova', 'Yelena Tyapkina', 'Fyodor Kurikhin', 'Emmanuil Geller']",Grigori Aleksandrov
269710,"['Janet Gaynor', 'Leslie Fenton', 'Willard Louis', 'J. Farrell MacDonald', 'Claire McDowell', 'Louis Payne', 'George Harris', 'Andy Clark', 'Ely Reynolds', 'Thomas Delmar', 'Bill Elliott', 'Brandon Hurst', 'Eric Mayne']",John Ford
198772,"['Sylva Koscina', 'Jean Sorel', 'Pamela Tiffin', 'Lou Castel', 'Luigi Pistilli', 'Gabriele Ferzetti', 'Maurizio Bonuglia', 'Giovanni Petrucci', 'Renato Romano']",Marcello Fondato
65131,"['Oleg Dal', 'Vladimir Etush', 'Anastasiya Vertinskaya', 'Marina Neyolova', 'Lyudmila Gurchenko', 'Andrey Mironov', 'Georgiy Vitsin', 'Sergei Filippov', 'Zinoviy Gerdt', 'Anatoly Korolkevich']",Nadezhda Kosheverova
201759,"['Gérard Depardieu', 'JoeyStarr', 'Héléna Noguerra', 'Marthe Keller', 'Thierry Lhermitte', 'Corinne Masiero', 'Rüdiger Vogler', 'Mathieu Carrière', 'Patrick Mimoun']",Sylvain White
108646,"['Vicci Pan', 'Kang Jen Wu', 'Lu Yi-Ching', 'Angel Yao', 'Hong Xiu Wu', 'Fernando Hsieh', 'Yi-Ping Cheng', 'Chien Cheng Chen', 'Chu Lin', 'Hsin Pei Wu']",Chi Y. Lee
15478,"['Peter Finch', 'Liv Ullmann', 'Cyril Cusack', 'Paul Rogers', 'Graham Crowden', 'Michael Dunn', 'Kathleen Byron']",Anthony Harvey
80988,"['Eleni Prokopiou', 'Takis Emmanuel', 'Kleopatra Rota', 'Vangelis Ioannidis']",Nikos Koundouros
143322,[],Rob Epstein
98927,"['Sophie Marceau', 'Tchéky Karyo', 'Francis Huster', 'Yann Collette', 'Christiane Jean', 'Jean-Marc Bory', 'Michel Albertini', 'Saïd Amadis', 'Roland Dubillard', 'Ged Marlon', 'Serge Spira', 'Julie Ravix', 'Marie-Christine Adam', 'Azeddine Bouayad', 'Harry Cleven', 'Liliane Coutanceau', 'Pascal Elso', 'Alain Flick', 'Sébastien Floche', 'Bernard Freyd', 'Jacques Gallo', 'Raoul Guylad']",Andrzej Żuławski
29510,"['Sid Caesar', 'Robert Ryan', 'Kay Medford', 'Walt Davis', 'Anne Baxter', 'Jan Murray', 'Richard Pryor', 'Charles McGraw', 'Ben Blue', 'Dom DeLuise', 'Bill Dana', 'Godfrey Cambridge', 'Marty Ingels', 'Larry Gelman', 'Don Brodie', 'Arlene Golonka']",William Castle
263600,[],Katy Chevigny
111304,"['Yuko Chishiro', 'Chico Roland', 'Tamio Kawaji', 'Tatsuya Fuji']",Koreyoshi Kurahara
399097,"['Jaanika Arum', 'Roland Laos', 'Katariina Unt', 'Jörgen Liik', 'Kaspar Velberg', 'Ülle Kaljuste', 'Andrus Vaarik', 'Rein Oja', 'Mirtel Pohla', 'Indrek Sammul', 'Henrik Kalmet', 'Joosep Jürgenson', 'Jaan Rekkor', 'Ene Järvis', 'Ivo Uukkivi', 'Ago Anderson']",Anu Aun
665,"['Charlton Heston', 'Jack Hawkins', 'Haya Harareet', 'Stephen Boyd', 'Hugh Griffith', 'Martha Scott', ""Cathy O'Donnell"", 'Frank Thring', 'Sam Jaffe', 'Ady Berber', 'Finlay Currie', 'André Morell', 'Terence Longdon', 'Lando Buzzanca', 'Giuliano Gemma', 'Marina Berti', 'Robert Brown', 'Liana Del Balzo', 'Enzo Fiermonte', 'Richard Hale', 'Duncan Lamont', 'John Le Mesurier', 'Ferdy Mayne', 'May McAvoy', 'Aldo Silvani', 'Ralph Truman', 'George Relph', 'Joe Canutt', 'Richard Coleman', 'Antonio Corevi', 'David Davies', 'Mino Doro', 'Michael Dugan', 'Franco Fantasia', 'José Greci', 'John Horsley', 'Howard Lang', 'Stevenson Lang', 'Tutte Lemkow', 'Cliff Lyons', 'Tiberio Mitri', 'Remington Olmsted', 'Laurence Payne', 'Aldo Pini', 'Diego Pozzetto', 'Stella Rho', 'Edwin Richfield', 'Hector Ross', 'Maxwell Shaw', 'Gianni Solaro', 'Pietro Tordi', 'Raimondo Van Riel', 'Dervis Ward', 'Joe Yrigoyen', 'Nazzareno Zamperla', 'Jerry Brown', 'Eddie Jauregui']",William Wyler
41671,"['Stephen Macht', 'Shawn Weatherly', 'Megan Ward', 'Damon Martin', 'Jonathan Penner', 'Nita Talbot', 'Dean Cochran', 'Kevin Bourland', 'Margarita Franco', 'Willie C. Carpenter', 'Dick Miller']",Tony Randel
11005,"['Robert De Niro', 'Robin Williams', 'John Heard', 'Julie Kavner', 'Penelope Ann Miller', 'Ruth Nelson', 'Max von Sydow', 'Anne Meara', 'Dexter Gordon', 'George Martin', 'Alice Drummond', 'Richard Libertini', 'Laura Esterman', 'Barton Heyman', 'Judith Malina', 'Mary Alice', 'Keith Diamond', 'Bradley Whitford', 'John Christopher Jones', 'Mary Catherine Wright', 'Jayne Haynes', 'Le Clanché du Rand', 'Yusef Bulos', 'Steven Randazzo', 'Gloria Harper', 'Gwyllum Evans', 'Steve Vinovich', 'Tiger Haynes', 'Harvey Miller', 'Tanya Berezin', 'Peter Stormare', 'Shane Fistell', 'Waheedah Ahmad', 'Charles Keating', 'Christina Huertes', 'Linda Burns', 'Judy Jacksina', 'Gary Tacon', 'Rico Elias', 'Mel Gorham', 'Chris Carolan', 'Debra Kovner-Zaks', 'Vin Diesel']",Penny Marshall
82492,"['Josiah Patkotak\xa0', 'Frank Qutuq Irelan', 'Teddy Kyle Smith', 'Adamina Kerr', 'Sierra Jade Sampson']",Andrew Okpeaha MacLean
42325,"['Phyllis Thaxter', 'Edmund Gwenn', 'Henry H. Daniels Jr.', 'Addison Richards', 'Kathleen Lockhart', 'Francis Pierlot', 'Sharon McManus', 'Gladys Blake', 'Will Wright', 'Stephen McNally', ""Oscar O'Shea"", 'Minor Watson', 'Virginia Brissac', 'Audrey Totter', 'Harry Strang', 'Forbes Murray']",Arch Oboler
156068,"['Robert Elston', 'Barbara Brownell', 'Gary Brockette', 'Anitra Walsh', 'Darryl Wells', 'Jack Gardner']",Tom Moore
5000,"['Brigitte Fossey', 'Georges Poujouly', 'Amédée', 'Laurence Badie', 'Suzanne Courtal', 'Lucien Hubert', 'Madeleine Barbulée', 'Jacques Marin', 'Pierre Merovée', 'Denise Péronne']",René Clément
336663,"['Jérémie Renier', 'Swann Arlaud', 'Kevin Azais', 'Marc Robert', 'Finnegan Oldfield', 'Christophe Tek', 'Clément Bresson', 'Sâm Mirhosseini', 'Edouard Court', 'Steve Tientcheu', 'Hamid Reza Javdan', 'Aria Faghih Habibi', 'Seyed Jafar Mirhosseini', 'Dean Mirhosseini', 'Yashar Vah']",Clément Cogitore
54524,"['Andreas Lust', 'Michael Welz', 'Franziska Weisz', 'Florian Wotruba', 'Johann Bednar', 'Markus Schleinzer', 'Peter Vilnai', 'Max Edelbacher']",Benjamin Heisenberg
117629,"['Ohad Knoller', 'Lior Ashkenazi', 'Orly Silbersatz Banai', 'Oz Zehavi', 'Ola Schur Selektar', 'Meir Golan', 'Shlomi Ben Attar', 'Amir Jerassi']",Eytan Fox
273106,"['Cathy Rigby', 'Paul Schoeffler', 'Elisa Sagardia', 'Barbara McCulloh', 'Michael Nostrand', 'Dana Solimando', 'Barry Cavanagh', 'Drake English', 'Sam Zeller', 'Thomas Buck Mason', 'Alon Williams', 'Janet Higgins', 'Joseph Favalora', 'Scott Bridges', 'Hally McGehean', 'Tony Spinosa', 'Randy A. Davis', 'Kaitlin McCoy', 'Kim Arnett', 'Jeffrey J. Bateman', 'William Alan Coats', 'Seth Hampton', 'Steven Petrillo', 'Roger Preston Smith', 'Daniel Valle', 'Theresa McCoy']",Gary Halvorson
27665,"['Mekhi Phifer', 'Mari Morrow', 'Malinda Williams', 'Mel Jackson', 'Wanya Morris', 'William-Christopher Stephens', 'Kim Fields']",Timothy Wayne Folsome
26813,"['Thilen Lhondup', 'Gurgon Kyap', 'Lhakpa Tsamchoe', 'Karma Tensing Nyima Lama', 'Karma Wangiel', 'Labrang Tundup', 'Jampa Kalsang Tamang', 'Tsering Dorjee', 'Rapke Gurung', 'Pemba Bika', 'Karma Chhewang', 'Tenzen Charka', 'Yangzom', 'Gyalsen Gurung', 'Phuti Bika', 'Sangmo Gurung', 'Karma Angbo Gurung']",Eric Valli
83890,"['Common', 'Michael Rainey Jr.', 'Danny Glover', 'Dennis Haysbert', 'Charles S. Dutton', 'Meagan Good']",Sheldon Candis
81115,"['Myrna Loy', 'Cary Grant', 'Roscoe Karns', 'Hobart Cavanaugh', 'Dean Jagger']",James Flood
161361,"[""Joseph O'Conor"", 'Roy Ward']",Peter Delpeut
204255,"['Jamie Blackley', 'Sean Teale', 'Mike Bailey', 'Amber Anderson', 'Rosamund Hanson', 'Adam Gillen', 'Michael Smiley', 'Hera Hilmar', 'Stephen Boxer', 'Danielle Bux', 'Dominic Coleman', 'Natalie Danks-Smith', 'Jo Enright', 'Amanda Lawrence', 'Sean Connolly']",Justin Edgar
324013,"['Michael Murphy', 'Pamela Reed', 'Matt Malloy', 'Ilana Levine', 'Cynthia Nixon', 'Veronica Cartwright']",Robert Altman
101553,"['Adolfo Celi', 'Mirella Martin', 'Tomás Torres', 'Víctor Israel', 'Valentino Macchi', 'Francisco Sanz', 'Pasquale Basile', 'Franco De Rosa', 'Jacques Herlin', 'Antonio Basile', 'Philippe Leroy']",Tinto Brass
10876,"['Geoffrey Rush', 'Kate Winslet', 'Joaquin Phoenix', 'Michael Caine', 'Billie Whitelaw', 'Patrick Malahide', 'Amelia Warner', 'Jane Menelaus', 'Stephen Moyer', 'Tony Pritchard', 'Michael Jenn', 'Danny Babington', 'Stephen Marcus', 'Elizabeth Berrington', 'Edward Tudor-Pole', 'Ron Cook', 'Rebecca Palmer']",Philip Kaufman
72886,"['Jeff Bennett', 'Jim Cummings', 'Ron Feinberg', 'Jennifer Hale', 'Randy Hamilton']",Joseph Francis
344147,"['Casper Van Dien', 'Catherine Oxenberg', 'Akari Endo', 'Jorge Eduardo De Los Santos', 'Tony Almont', 'Mario Arturo Hernández', 'Jennifer Wenger', 'Sarodj Bertin', 'Yasser Michelén', 'Olga Valdez', 'Mario Ceara', 'Mario Peguero', 'Jorge Velazco']",Kevin O'Neill
38458,"['Sidney Toler', 'Jean Rogers', 'Lionel Atwill', 'Mary Nash', 'Victor Sen Yung', 'Kane Richmond', 'Chris-Pin Martin', 'Lionel Royce', 'Helen Ericson', 'Jack La Rue', 'Edwin Stanley', 'Donald Douglas', 'Frank Puglia', 'Addison Richards', 'Edward Keane', 'Eddie Acuff', 'Jimmy Aubrey', 'Brooks Benedict', 'Lane Chandler', 'Russell Custer', 'Alan Davis', 'Franklyn Farnum', 'Edward Gargan', 'Harold Goodwin', 'Sol Gorss', 'Chuck Hamilton', 'Alberto Morin', 'Philip Morris', 'Gloria Roy', 'Charles Sherlock', 'Charles Stevens', 'Sid Troy', 'Max Wagner']",Norman Foster
81796,"['Guy Pearce', 'Maggie Grace', 'Joseph Gilgun', 'Lennie James', 'Peter Stormare', 'Vincent Regan', 'Jacky Ido', 'Yan Dron', 'Tim Plester', 'Nick Harding', 'Dan Savier', 'Damijan Oklopdzic', 'Bojan Perić']",Stephen St. Leger
67572,['Clarence Nash'],Wilfred Jackson
44308,"['Renée Zellweger', 'Julianna Margulies', 'Christopher Eccleston', 'Allen Payne', 'Ching Hoh-Wai']",Boaz Yakin
132709,"['Nicholas Chirls', 'Tanya Villanueva Tepper', 'Ling Young', 'Tim Brown']",James Whitaker
